Tuning Logit hyper-parameters

Tuning hyper-parameters for precision

Best parameters set found on development set:

{'C': 10.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 20, 'max_iter': 600, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 0.0001}

Grid scores on development set:

0.778 (+/-0.053) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 5, 'max_iter': 150, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 0.0001}
0.779 (+/-0.055) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 5, 'max_iter': 150, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 1e-05}
0.777 (+/-0.053) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 5, 'max_iter': 150, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 5e-05}
0.778 (+/-0.054) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 5, 'max_iter': 250, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 0.0001}
0.778 (+/-0.054) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 5, 'max_iter': 250, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 1e-05}
0.778 (+/-0.054) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 5, 'max_iter': 250, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 5e-05}
0.778 (+/-0.054) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 5, 'max_iter': 350, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 0.0001}
0.778 (+/-0.054) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 5, 'max_iter': 350, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 1e-05}
0.778 (+/-0.054) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 5, 'max_iter': 350, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 5e-05}
0.776 (+/-0.036) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 10, 'max_iter': 150, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 0.0001}
0.768 (+/-0.058) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 10, 'max_iter': 150, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 1e-05}
0.779 (+/-0.050) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 10, 'max_iter': 150, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 5e-05}
0.778 (+/-0.054) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 10, 'max_iter': 250, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 0.0001}
0.780 (+/-0.054) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 10, 'max_iter': 250, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 1e-05}
0.779 (+/-0.055) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 10, 'max_iter': 250, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 5e-05}
0.778 (+/-0.054) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 10, 'max_iter': 350, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 0.0001}
0.777 (+/-0.052) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 10, 'max_iter': 350, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 1e-05}
0.778 (+/-0.054) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 10, 'max_iter': 350, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 5e-05}
0.742 (+/-0.030) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 20, 'max_iter': 150, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 0.0001}
0.751 (+/-0.119) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 20, 'max_iter': 150, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 1e-05}
0.758 (+/-0.030) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 20, 'max_iter': 150, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 5e-05}
0.765 (+/-0.037) for {'C': 5.0, 'class_weight': 'balanced', 'dual': True, 'fit_intercept': True, 'intercept_scaling': 20, 'max_iter': 250, 'penalty': 'l2', 'solver': 'liblinear', 'tol': 0.0001}
