state,date,positive
WY,2020-03-17,10.0
WY,2020-03-18,15.0
WY,2020-03-19,18.0
WY,2020-03-20,19.0
WY,2020-03-21,23.0
WY,2020-03-22,24.0
WY,2020-03-23,26.0
WY,2020-03-24,29.0
WY,2020-03-25,44.0
WY,2020-03-26,53.0
WY,2020-03-27,70.0
WY,2020-03-28,82.0
WY,2020-03-29,86.0
WY,2020-03-30,94.0
WY,2020-03-31,109.0
WY,2020-04-01,130.0
WY,2020-04-02,150.0
WY,2020-04-03,162.0
WY,2020-04-04,187.0
WY,2020-04-05,197.0
WY,2020-04-06,210.0
WY,2020-04-07,216.0
WY,2020-04-08,221.0
WY,2020-04-09,230.0
WY,2020-04-10,253.0
WY,2020-04-11,261.0
WY,2020-04-12,261.0
WY,2020-04-13,275.0
WY,2020-04-14,275.0
WY,2020-04-15,287.0
WY,2020-04-16,296.0
WY,2020-04-17,296.0
WY,2020-04-18,305.0
WY,2020-04-19,309.0
WY,2020-04-20,313.0
WY,2020-04-21,320.0
WY,2020-04-22,322.0
WY,2020-04-23,326.0
WY,2020-04-24,349.0
WY,2020-04-25,349.0
WY,2020-04-26,362.0
WY,2020-04-27,370.0
WY,2020-04-28,389.0
